video,prompt,vace_video,vace_reference_image
T2V_data/VIDGEN-1M_unzip/--JgH7OLFO8-Scene-0148.mp4,"In the video, a person is seen holding a small alligator in their hand. The alligator is struggling to get away, but the person is holding it firmly. The person then releases the alligator, and it quickly runs away into the water. The video is shot in a dark environment, and the alligator is the only visible object. The person's hand is visible, and they are wearing a watch on their wrist. The alligator is brown and has a rough texture. The water appears to be shallow, and there are some plants visible in the background.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/--JgH7OLFO8-Scene-0148/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/--JgH7OLFO8-Scene-0148/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/-KPDanntOlU-Scene-0011.mp4,"The video shows a close-up of a sewing machine needle and presser foot as they stitch a blue zipper onto a piece of fabric with a yellow pattern. The needle moves rapidly up and down, piercing the fabric and zipper material, while the presser foot holds the fabric in place. The background is blurred, but the focus is on the sewing action.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/-KPDanntOlU-Scene-0011/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/-KPDanntOlU-Scene-0011/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-M_LgNMUdjg-Scene-0020.mp4,"In the video, a woman is standing in a kitchen and she is wearing a white apron. She is holding a piece of dough in her hands and she is kneading it. The woman is speaking to the camera as she kneads the dough. The kitchen has wooden cabinets and a sink in the background. The woman appears to be focused on her task and is demonstrating how to properly knead dough.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/-M_LgNMUdjg-Scene-0020/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/-M_LgNMUdjg-Scene-0020/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-O4v_Z0YNu0-Scene-0122.mp4,"The video features a close-up of a person's foot wearing a black shoe. The shoe is covered in a yellow substance that appears to be egg yolk. The person is standing on a wooden floor, and there is a broom in the background. The person is seen stepping on the egg yolk, causing it to spread and stick to the shoe. The video is shot from a low angle, focusing on the shoe and the egg yolk.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/-O4v_Z0YNu0-Scene-0122/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/-O4v_Z0YNu0-Scene-0122/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/-Xx2ehfBQVM-Scene-0138.mp4,The video shows a car drifting in the dark. The car is surrounded by smoke and the headlights are on. The car is black in color and the smoke is white.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/-Xx2ehfBQVM-Scene-0138/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/-Xx2ehfBQVM-Scene-0138/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-cC4tDWzbJI-Scene-0059.mp4,"In the video, a man is seen working in a workshop. He is using a tool to shave off pieces of wood from a larger piece of wood that is clamped down to a workbench. The man is wearing a gray shirt and blue jeans. The workshop is filled with various tools and equipment, including a table saw and a drill. The man is focused on his task, carefully shaving off pieces of wood to create a smooth surface. The lighting in the workshop is bright, and the colors in the video are mostly neutral, with the gray of the man's shirt and the brown of the wood being the most prominent.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/-cC4tDWzbJI-Scene-0059/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/-cC4tDWzbJI-Scene-0059/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/02TYu73B3jc-Scene-0024.mp4,"The video shows a 3D animation of a space station with a robotic arm. The arm is seen moving and manipulating different objects on the station. The space station is surrounded by the darkness of space. The animation is detailed and realistic, with the robotic arm moving smoothly and the objects on the station being carefully placed.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/02TYu73B3jc-Scene-0024/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/02TYu73B3jc-Scene-0024/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/0HPAXkHKBYo-Scene-0025.mp4,"The video shows a bull riding event where a man is riding a bull in a stadium. The bull is bucking wildly, and the rider is holding on tightly. The crowd is cheering and watching the event. The rider is wearing a helmet and protective gear. The bull is brown and has horns. The stadium is filled with people, and there are banners and signs in the background.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/0HPAXkHKBYo-Scene-0025/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/0HPAXkHKBYo-Scene-0025/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/0LiYLP1nP2A-Scene-0026.mp4,The video shows a man climbing an indoor rock wall. He is wearing a grey shirt and black pants. The rock wall has various colored holds and the man is using them to climb. He is seen holding onto an orange hold and then climbing up the wall. The man successfully reaches the top and then climbs back down. He is smiling and appears to be enjoying himself. The indoor climbing gym has other climbers in the background.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/0LiYLP1nP2A-Scene-0026/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/0LiYLP1nP2A-Scene-0026/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/0MyzdVGQXkg-Scene-0005.mp4,"In the video, a person is seen using a hammer to hit a metal bar that is clamped to a wooden table. The metal bar has a hole in it, and the person is repeatedly hitting it with the hammer. The background is blurred, but it appears to be a workshop or garage. The person's hand is visible, and they are wearing a glove. The hammer is silver and appears to be made of metal. The wooden table is brown and has some visible scratches and stains. The metal bar is dark gray and has a shiny surface. The person's actions are deliberate and focused on the metal bar.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/0MyzdVGQXkg-Scene-0005/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_4/0MyzdVGQXkg-Scene-0005/aug_entity_60.png
