video,prompt,vace_video,vace_reference_image
T2V_data/VIDGEN-1M_unzip/-84UxA1MKQs-Scene-0207.mp4,"In the video, a man is seen working on a car in a garage. He is wearing a black tank top and a cap. He is holding a blue air compressor in his hand and using it to inflate a tire. The man appears to be focused on his task, and the garage is filled with various tools and equipment. The lighting in the garage is bright, and the man's movements are deliberate and precise as he works on the tire. The video captures the man's actions in detail, showing the process of inflating the tire and the tools he uses to do so.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/-84UxA1MKQs-Scene-0207/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/-84UxA1MKQs-Scene-0207/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-INLYt6geGU-Scene-0016.mp4,"In the video, a dog and a cat are seen playing together in a room. The dog is lying on the floor, and the cat is sitting next to it. The cat is pawing at the dog's face, and the dog is playfully biting back. The room is well-lit, and there are some toys scattered around. The dog is a light-colored breed, and the cat is a tabby. The interaction between the two animals is friendly and playful, and they seem to be enjoying each other's company.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/-INLYt6geGU-Scene-0016/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/-INLYt6geGU-Scene-0016/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-PEJXLLPZzw-Scene-0024.mp4,The video shows a man wearing a white t-shirt and a white hard hat. He is standing next to a wooden ladder with a red paint bucket on it. The man is speaking to the camera and then proceeds to dip his finger into the paint bucket and rub it on the wall. The wall appears to be made of concrete and has some blue lines on it. The man seems to be demonstrating how to apply paint to a wall.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/-PEJXLLPZzw-Scene-0024/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/-PEJXLLPZzw-Scene-0024/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-Qnf4-Ez26g-Scene-0043.mp4,"In the video, a woman is seen climbing a ladder to reach the roof of a white van. She is wearing a blue tank top and black pants. The man is already on the roof, wearing a gray shirt and black pants. The woman climbs up the ladder and joins the man on the roof. They both seem to be working on something, but it is not clear what they are doing. The van is parked in a driveway with trees in the background.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/-Qnf4-Ez26g-Scene-0043/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/-Qnf4-Ez26g-Scene-0043/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-fzMDkrZO64-Scene-0002.mp4,"The video shows two black dogs playing together in a grassy field. They are seen running around, jumping on each other, and chasing after a red ball. The dogs seem to be having a great time, and their playful behavior is the main focus of the video. The grassy field provides a natural and open environment for the dogs to play in, and the red ball adds a pop of color to the scene. The dogs' black fur contrasts nicely with the green grass, making them stand out in the video. Overall, the video captures a joyful moment of two dogs enjoying each other's company and engaging in playful activity.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/-fzMDkrZO64-Scene-0002/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/-fzMDkrZO64-Scene-0002/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-k209jTEGoU-Scene-0126.mp4,"The video shows a basketball game being played on a court. The players are wearing different colored jerseys, and the crowd is watching from the sidelines. One player in a yellow jersey is dribbling the ball and making a move towards the basket. The other player in a red jersey is trying to block him. The crowd is cheering and clapping as the game progresses.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/-k209jTEGoU-Scene-0126/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/-k209jTEGoU-Scene-0126/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-mfbv8I3gKI-Scene-0125.mp4,"In the video, a person is holding a fish in their hand and using a pair of pliers to remove a hook from its mouth. The fish is lying on the grass, and the person is carefully removing the hook without causing any harm to the fish. The person's hands are steady, and they seem to be experienced in handling fish. The fish appears to be calm and not struggling. The grass is green and lush, indicating that the video was likely taken outdoors in a natural setting. The person's pliers are green and appear to be of a sturdy material. The hook is silver and looks to be of a medium size. The video is shot in daylight, and the person's actions are deliberate and precise.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/-mfbv8I3gKI-Scene-0125/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/-mfbv8I3gKI-Scene-0125/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-pIVAd-X_Lg-Scene-0090.mp4,"In the video, a woman and a child are sitting at a table with a large pumpkin in front of them. The woman is using a knife to carve the pumpkin, while the child is watching her. The woman is wearing a black shirt and has blonde hair, while the child is wearing a green shirt. The pumpkin is orange and has a large opening in the top. The woman is carefully carving out the insides of the pumpkin, and the child is watching her closely. The table is made of wood, and there is a white chair visible in the background. The lighting in the room is bright, and there are no other objects or people visible in the video.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/-pIVAd-X_Lg-Scene-0090/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/-pIVAd-X_Lg-Scene-0090/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/0Jm3Vm3WUY8-Scene-0056.mp4,"The video shows a man in a gym lifting a barbell. He is wearing a black tank top and black shorts. The barbell has weights on it, and he is lifting it up and down. The gym has various equipment in the background, and the man is focused on his workout.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/0Jm3Vm3WUY8-Scene-0056/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/0Jm3Vm3WUY8-Scene-0056/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/0db4vwIdkyg-Scene-0006.mp4,"The video shows a man riding a bull in a rodeo ring. The man is wearing a green vest and a helmet, and he is holding onto a rope with one hand while the bull bucks wildly. The crowd in the background is cheering and clapping. The man manages to stay on the bull for a few seconds before being thrown off. The bull continues to buck around the ring, and the man is seen lying on the ground. The video ends with the man getting up and walking away from the bull.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/0db4vwIdkyg-Scene-0006/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/0db4vwIdkyg-Scene-0006/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/0gUS_AFxV-w-Scene-0064.mp4,"In the video, a person wearing blue gloves is kneading a large piece of dough on a marble countertop. The dough is pale yellow in color and appears to be soft and pliable. The person's hands move rhythmically, pressing and folding the dough in a repetitive motion. The marble countertop has a speckled pattern with shades of gray and white. The person's movements are deliberate and focused, indicating that they are experienced in kneading dough.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/0gUS_AFxV-w-Scene-0064/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/0gUS_AFxV-w-Scene-0064/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/0hYifT1vyHc-Scene-0056.mp4,"The video shows a soccer game being played on a green field with white markings. The players are wearing different colored uniforms, with one team in white and the other in black. The crowd is visible in the background, watching the game from the stands. The players are seen running, kicking the ball, and attempting to score goals. The video captures the excitement and energy of the game, with the players moving quickly and the crowd cheering them on.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/0hYifT1vyHc-Scene-0056/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/0hYifT1vyHc-Scene-0056/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/0u-zCwZeyUo-Scene-0064.mp4,"In the video, a person is seen working on a car engine. The person is using a wrench to turn a bolt. The engine is visible in the background. The person's hand is in focus, and they are wearing a blue shirt. The wrench is silver and appears to be made of metal. The bolt being turned is black and is located on the engine. The person's hand is steady, and they seem to be experienced in using the wrench. The engine is large and complex, with various components visible in the background. The video is shot in daylight, and the person's actions are deliberate and precise.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/0u-zCwZeyUo-Scene-0064/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/0u-zCwZeyUo-Scene-0064/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/1GwbXZu5UwY-Scene-0011.mp4,"In the video, a young boy is seen playing with a toy car. The car is blue and gray in color and has a ramp on the back. The boy is placing small toy cars into the ramp and then pushing them down to the bottom. He repeats this action several times, with a smile on his face. The boy is wearing a white shirt and gray pants. The background shows a brown couch and a white carpet.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/1GwbXZu5UwY-Scene-0011/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/1GwbXZu5UwY-Scene-0011/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/1RnLUmAcQoQ-Scene-0073.mp4,The video shows a person driving a car on a road. The person is holding the steering wheel with both hands and driving the car. The road is surrounded by green hills and trees. The sky is cloudy and the road is empty.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/1RnLUmAcQoQ-Scene-0073/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/1RnLUmAcQoQ-Scene-0073/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/1RnLUmAcQoQ-Scene-0073.mp4,The video shows a person driving a car on a road. The person is holding the steering wheel with both hands and driving the car. The road is surrounded by green hills and trees. The sky is cloudy and the road is empty.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/1RnLUmAcQoQ-Scene-0073/entity_80.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/1RnLUmAcQoQ-Scene-0073/aug_entity_80.png
T2V_data/VIDGEN-1M_unzip/1lYO16hQj0s-Scene-0058.mp4,"In the video, a person is using a power drill to remove bolts from a tire. The person is wearing black gloves and is holding the drill with both hands. The tire appears to be dirty and is attached to a vehicle. The person is using a red and black power drill to remove the bolts. The video is shot in a close-up angle, focusing on the person's hands and the tire.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/1lYO16hQj0s-Scene-0058/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/1lYO16hQj0s-Scene-0058/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/1lYO16hQj0s-Scene-0058.mp4,"In the video, a person is using a power drill to remove bolts from a tire. The person is wearing black gloves and is holding the drill with both hands. The tire appears to be dirty and is attached to a vehicle. The person is using a red and black power drill to remove the bolts. The video is shot in a close-up angle, focusing on the person's hands and the tire.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/1lYO16hQj0s-Scene-0058/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_7/1lYO16hQj0s-Scene-0058/aug_entity_40.png
