video,prompt,vace_video,vace_reference_image
T2V_data/VIDGEN-1M_unzip/-BJF0U-EeVw-Scene-0061.mp4,"In the video, a young man is seen holding a yellow fidget spinner in his hand. He is wearing a black tank top and a black hat with white text on it. The background is dark, and there is a wall with graffiti behind him. The man is speaking to the camera, and he appears to be demonstrating how to use the fidget spinner. He spins the fidget spinner with his thumb and index finger, and it spins for a few seconds before he stops it. The man then continues to speak to the camera, possibly providing instructions or information about the fidget spinner.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/-BJF0U-EeVw-Scene-0061/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/-BJF0U-EeVw-Scene-0061/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/-TvuMXesaug-Scene-0002.mp4,"In the video, a person is seen using a spoon to scoop out pickles from a jar and place them into a white bowl. The pickles are green and appear to be coated in a yellowish liquid. The spoon is silver and has a long handle. The person's hand is visible as they hold the jar and spoon. The bowl is placed on a wooden surface.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/-TvuMXesaug-Scene-0002/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/-TvuMXesaug-Scene-0002/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/-dllQGfDDSw-Scene-0017.mp4,"In the video, a man is seen sitting on a wooden plank outside. He is wearing a blue jacket, gloves, and yellow earmuffs. The man is holding a yellow power drill in his hands and appears to be drilling a hole into the plank. He is smiling and looking at the camera while drilling. The background consists of a grassy area with some trees and a blue container visible in the distance. The man seems to be enjoying his work and is in a good mood.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/-dllQGfDDSw-Scene-0017/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/-dllQGfDDSw-Scene-0017/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-dllQGfDDSw-Scene-0017.mp4,"In the video, a man is seen sitting on a wooden plank outside. He is wearing a blue jacket, gloves, and yellow earmuffs. The man is holding a yellow power drill in his hands and appears to be drilling a hole into the plank. He is smiling and looking at the camera while drilling. The background consists of a grassy area with some trees and a blue container visible in the distance. The man seems to be enjoying his work and is in a good mood.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/-dllQGfDDSw-Scene-0017/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/-dllQGfDDSw-Scene-0017/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-eVz_57V3Ho-Scene-0037.mp4,"In the video, a person is seen milking a brown goat. The goat is standing on a metal platform, and the person is holding the goat's udders while squeezing them to extract milk. The milk is flowing into a metal bucket placed on the platform. The background shows a fence and some trees.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/-eVz_57V3Ho-Scene-0037/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/-eVz_57V3Ho-Scene-0037/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-fDBozm-Ajc-Scene-0007.mp4,The video shows a man on a horse in a rodeo arena. He is wearing a pink shirt and a white hat. The man is holding a rope and chasing after a calf. He successfully catches the calf and ties it up. The crowd in the stands is cheering and clapping. The man then stands up and walks away from the calf.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/-fDBozm-Ajc-Scene-0007/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/-fDBozm-Ajc-Scene-0007/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-nVQuFkAFc4-Scene-0046.mp4,"In the video, a person is seen holding a black wire in their hand. They are using a pair of pliers to bend the wire into a circular shape. The person then proceeds to twist the wire into a loop, creating a small circular object. The background is a yellow surface with a blue mat. The person's hand is visible, and they are wearing a ring on their finger.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/-nVQuFkAFc4-Scene-0046/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/-nVQuFkAFc4-Scene-0046/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/001XvbTAK9I-Scene-0045.mp4,"The video shows a person riding a dirt bike on a dirt track. The rider is wearing a green and white outfit and a helmet. The track has a large jump, and the rider is seen taking off from the ramp and landing smoothly on the other side. The background shows a large stadium with empty seats. There is a large sign that reads ""FINISH 0:00"" and ""TICKET EXCHANGE"" in the background. The video is shot during the daytime, and the sky is clear.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/001XvbTAK9I-Scene-0045/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/001XvbTAK9I-Scene-0045/aug_entity_80.png
T2V_data/VIDGEN-1M_unzip/0C_Dh5hf1KA-Scene-0215.mp4,"The video shows a baseball player standing on a field, throwing a ball. The player is wearing a black and orange uniform with the number 97 on the back. The field has green grass and a brown dirt infield. The player is standing on the infield and throws the ball towards the outfield. The video is shot from a high angle, showing the player's back and the field.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/0C_Dh5hf1KA-Scene-0215/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/0C_Dh5hf1KA-Scene-0215/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/0O7dfbpf1c4-Scene-0025.mp4,The video shows a man using a lawn mower to cut grass. The man is wearing a black shirt and khaki pants. The lawn mower is red and black in color. The grass is green and appears to be well-maintained. The man is moving the lawn mower in a straight line across the lawn.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/0O7dfbpf1c4-Scene-0025/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/0O7dfbpf1c4-Scene-0025/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/0XROvoPCDNc-Scene-0116.mp4,"The video shows a large black marlin swimming in the ocean. The marlin has a long, pointed bill and a large dorsal fin. The water is a deep blue color, and the marlin's body is a dark gray color with a lighter underbelly. The marlin moves gracefully through the water, with its tail fin propelling it forward. The video is shot from a side angle, allowing a clear view of the marlin's body and fin.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/0XROvoPCDNc-Scene-0116/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_2/0XROvoPCDNc-Scene-0116/aug_entity_20.png
