video,prompt,vace_video,vace_reference_image
T2V_data/VIDGEN-1M_unzip/-35mDi6eglY-Scene-0034.mp4,"The video shows a football game in progress. The quarterback throws the ball to a receiver who catches it and runs into the end zone for a touchdown. The players are wearing helmets and pads, and the field is marked with yard lines. The video is shot from a high angle, showing the entire field.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-35mDi6eglY-Scene-0034/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-35mDi6eglY-Scene-0034/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/-35mDi6eglY-Scene-0034.mp4,"The video shows a football game in progress. The quarterback throws the ball to a receiver who catches it and runs into the end zone for a touchdown. The players are wearing helmets and pads, and the field is marked with yard lines. The video is shot from a high angle, showing the entire field.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-35mDi6eglY-Scene-0034/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-35mDi6eglY-Scene-0034/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/-JM8eav1OpY-Scene-0022.mp4,"The video shows a person wearing black gloves cutting a piece of raw meat on a wooden cutting board. The meat is pink and has a layer of fat on one side. The person is using a knife to cut the meat into smaller pieces. The cutting board is placed on a white surface, and there are no other objects visible in the video.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-JM8eav1OpY-Scene-0022/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-JM8eav1OpY-Scene-0022/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-JM8eav1OpY-Scene-0022.mp4,"The video shows a person wearing black gloves cutting a piece of raw meat on a wooden cutting board. The meat is pink and has a layer of fat on one side. The person is using a knife to cut the meat into smaller pieces. The cutting board is placed on a white surface, and there are no other objects visible in the video.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-JM8eav1OpY-Scene-0022/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-JM8eav1OpY-Scene-0022/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-JM8eav1OpY-Scene-0022.mp4,"The video shows a person wearing black gloves cutting a piece of raw meat on a wooden cutting board. The meat is pink and has a layer of fat on one side. The person is using a knife to cut the meat into smaller pieces. The cutting board is placed on a white surface, and there are no other objects visible in the video.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-JM8eav1OpY-Scene-0022/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-JM8eav1OpY-Scene-0022/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-JM8eav1OpY-Scene-0022.mp4,"The video shows a person wearing black gloves cutting a piece of raw meat on a wooden cutting board. The meat is pink and has a layer of fat on one side. The person is using a knife to cut the meat into smaller pieces. The cutting board is placed on a white surface, and there are no other objects visible in the video.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-JM8eav1OpY-Scene-0022/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-JM8eav1OpY-Scene-0022/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-M_LgNMUdjg-Scene-0022.mp4,"In the video, a person is seen rolling out dough on a table. The person uses a rolling pin to flatten the dough. The table is covered with flour to prevent the dough from sticking. The person's hands are visible, and they are wearing a red shirt. The rolling pin is made of wood, and the dough is white. The person rolls the dough back and forth several times to achieve the desired thickness. The video is shot from a side angle, and the person's face is not visible. The lighting in the room is bright, and the background is blurred.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-M_LgNMUdjg-Scene-0022/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-M_LgNMUdjg-Scene-0022/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/-M_LgNMUdjg-Scene-0022.mp4,"In the video, a person is seen rolling out dough on a table. The person uses a rolling pin to flatten the dough. The table is covered with flour to prevent the dough from sticking. The person's hands are visible, and they are wearing a red shirt. The rolling pin is made of wood, and the dough is white. The person rolls the dough back and forth several times to achieve the desired thickness. The video is shot from a side angle, and the person's face is not visible. The lighting in the room is bright, and the background is blurred.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-M_LgNMUdjg-Scene-0022/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-M_LgNMUdjg-Scene-0022/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/-R9_BW4UyMc-Scene-0043.mp4,"The video shows a close-up of a car engine with a person wearing a black glove holding a wrench. The person is using the wrench to adjust the spark plugs on the engine. The engine is metallic and has several wires and tubes connected to it. The person's hand is moving the wrench back and forth, indicating that they are tightening or loosening the spark plugs.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-R9_BW4UyMc-Scene-0043/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-R9_BW4UyMc-Scene-0043/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-R9_BW4UyMc-Scene-0043.mp4,"The video shows a close-up of a car engine with a person wearing a black glove holding a wrench. The person is using the wrench to adjust the spark plugs on the engine. The engine is metallic and has several wires and tubes connected to it. The person's hand is moving the wrench back and forth, indicating that they are tightening or loosening the spark plugs.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-R9_BW4UyMc-Scene-0043/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_1/-R9_BW4UyMc-Scene-0043/aug_entity_40.png
