video,prompt,vace_video,vace_reference_image
T2V_data/VIDGEN-1M_unzip/-75f2RxHVzM-Scene-0011.mp4,"The video shows a person's hands holding a bowl of white powder, which they are pouring into a mortar and pestle. The mortar is filled with a reddish-brown powder. The person is using the pestle to grind the white powder with the reddish-brown powder. The video is shot in close-up, focusing on the bowl, mortar, and pestle.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-75f2RxHVzM-Scene-0011/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-75f2RxHVzM-Scene-0011/entity_40.png
T2V_data/VIDGEN-1M_unzip/-75f2RxHVzM-Scene-0011.mp4,"The video shows a person's hands holding a bowl of white powder, which they are pouring into a mortar and pestle. The mortar is filled with a reddish-brown powder. The person is using the pestle to grind the white powder with the reddish-brown powder. The video is shot in close-up, focusing on the bowl, mortar, and pestle.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-75f2RxHVzM-Scene-0011/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-75f2RxHVzM-Scene-0011/entity_40.png
T2V_data/VIDGEN-1M_unzip/-DyPUdw2BFw-Scene-0011.mp4,"In the video, a person is seen preparing a mixture for cooking. The person is holding a bowl filled with flour and a spoon in one hand. In the other hand, they are holding a bowl containing eggs. The person is seen pouring the eggs into the bowl of flour. The mixture is then stirred together using the spoon. The person's actions are deliberate and careful, ensuring that the eggs are mixed evenly with the flour. The video provides a close-up view of the mixture, allowing the viewer to see the texture and consistency of the ingredients. The person's movements are smooth and precise, indicating their familiarity with the cooking process. The video does not contain any audio, but the visuals are clear and easy to follow. Overall, the video provides a detailed and informative look at the process of mixing eggs with flour.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-DyPUdw2BFw-Scene-0011/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-DyPUdw2BFw-Scene-0011/entity_20.png
T2V_data/VIDGEN-1M_unzip/-DyPUdw2BFw-Scene-0011.mp4,"In the video, a person is seen preparing a mixture for cooking. The person is holding a bowl filled with flour and a spoon in one hand. In the other hand, they are holding a bowl containing eggs. The person is seen pouring the eggs into the bowl of flour. The mixture is then stirred together using the spoon. The person's actions are deliberate and careful, ensuring that the eggs are mixed evenly with the flour. The video provides a close-up view of the mixture, allowing the viewer to see the texture and consistency of the ingredients. The person's movements are smooth and precise, indicating their familiarity with the cooking process. The video does not contain any audio, but the visuals are clear and easy to follow. Overall, the video provides a detailed and informative look at the process of mixing eggs with flour.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-DyPUdw2BFw-Scene-0011/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-DyPUdw2BFw-Scene-0011/entity_20.png
T2V_data/VIDGEN-1M_unzip/-GCKq1S0zn4-Scene-0010.mp4,"The video shows a bright green sports car being unloaded from a tow truck. The car is a Ford Mustang, and it is being carefully driven down the ramp of the truck. The car has black rims and a black grill, and it is parked on a concrete surface. There is a man in a yellow shirt and black pants standing next to the car, presumably the driver. The car is facing the camera, and it is in good condition with no visible damage.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-GCKq1S0zn4-Scene-0010/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-GCKq1S0zn4-Scene-0010/entity_20.png
T2V_data/VIDGEN-1M_unzip/-GCKq1S0zn4-Scene-0010.mp4,"The video shows a bright green sports car being unloaded from a tow truck. The car is a Ford Mustang, and it is being carefully driven down the ramp of the truck. The car has black rims and a black grill, and it is parked on a concrete surface. There is a man in a yellow shirt and black pants standing next to the car, presumably the driver. The car is facing the camera, and it is in good condition with no visible damage.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-GCKq1S0zn4-Scene-0010/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-GCKq1S0zn4-Scene-0010/entity_20.png
T2V_data/VIDGEN-1M_unzip/-TjR1tuvB8w-Scene-0019.mp4,"In the video, a person is seen holding a knife and cutting a fish. The fish is placed on a white surface, and the person is wearing gloves while cutting it. The knife is silver and has a red handle. The person is using the knife to cut the fish into smaller pieces.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-TjR1tuvB8w-Scene-0019/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-TjR1tuvB8w-Scene-0019/entity_60.png
T2V_data/VIDGEN-1M_unzip/-TjR1tuvB8w-Scene-0019.mp4,"In the video, a person is seen holding a knife and cutting a fish. The fish is placed on a white surface, and the person is wearing gloves while cutting it. The knife is silver and has a red handle. The person is using the knife to cut the fish into smaller pieces.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-TjR1tuvB8w-Scene-0019/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-TjR1tuvB8w-Scene-0019/entity_60.png
T2V_data/VIDGEN-1M_unzip/-Uw5gBdqEGc-Scene-0027.mp4,"In the video, a young child is seen playing with a toy train on a carpeted floor. The child is kneeling down and pushing the toy train along the carpet. The train is brightly colored, with a yellow roof and a pink body. The child seems to be enjoying the activity, as they continue to push the train along the carpet. The carpet itself is a light color, providing a contrast to the vibrant colors of the toy train. The child's movements are gentle and deliberate, indicating a sense of curiosity and playfulness. Overall, the video captures a simple yet joyful moment of a child engaging with a toy.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-Uw5gBdqEGc-Scene-0027/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-Uw5gBdqEGc-Scene-0027/entity_20.png
T2V_data/VIDGEN-1M_unzip/-Uw5gBdqEGc-Scene-0027.mp4,"In the video, a young child is seen playing with a toy train on a carpeted floor. The child is kneeling down and pushing the toy train along the carpet. The train is brightly colored, with a yellow roof and a pink body. The child seems to be enjoying the activity, as they continue to push the train along the carpet. The carpet itself is a light color, providing a contrast to the vibrant colors of the toy train. The child's movements are gentle and deliberate, indicating a sense of curiosity and playfulness. Overall, the video captures a simple yet joyful moment of a child engaging with a toy.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-Uw5gBdqEGc-Scene-0027/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-Uw5gBdqEGc-Scene-0027/entity_20.png
T2V_data/VIDGEN-1M_unzip/-nH3V3Y1yhs-Scene-0025.mp4,"The video shows a person surfing on a wave in the ocean. The surfer is wearing a red shirt and is riding a white surfboard. The wave is large and the water is a deep blue color. The surfer is seen riding the wave, turning and twisting as they go. The sky is clear and the sun is shining brightly.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-nH3V3Y1yhs-Scene-0025/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-nH3V3Y1yhs-Scene-0025/entity_40.png
T2V_data/VIDGEN-1M_unzip/-nH3V3Y1yhs-Scene-0025.mp4,"The video shows a person surfing on a wave in the ocean. The surfer is wearing a red shirt and is riding a white surfboard. The wave is large and the water is a deep blue color. The surfer is seen riding the wave, turning and twisting as they go. The sky is clear and the sun is shining brightly.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-nH3V3Y1yhs-Scene-0025/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-nH3V3Y1yhs-Scene-0025/entity_40.png
T2V_data/VIDGEN-1M_unzip/-yS8MF5yPsQ-Scene-0029.mp4,"In the video, there is a person playing with a toy monster truck on the sand. The truck is blue and has a shark mouth on the front. The person is pushing the truck back and forth on the sand, and the wheels are covered in sand. The truck appears to be stuck in the sand, and the person is trying to push it forward. There is another toy truck next to the blue one, but it is not being played with. The sand is light brown, and the sky is clear.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-yS8MF5yPsQ-Scene-0029/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-yS8MF5yPsQ-Scene-0029/entity_20.png
T2V_data/VIDGEN-1M_unzip/-yS8MF5yPsQ-Scene-0029.mp4,"In the video, there is a person playing with a toy monster truck on the sand. The truck is blue and has a shark mouth on the front. The person is pushing the truck back and forth on the sand, and the wheels are covered in sand. The truck appears to be stuck in the sand, and the person is trying to push it forward. There is another toy truck next to the blue one, but it is not being played with. The sand is light brown, and the sky is clear.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-yS8MF5yPsQ-Scene-0029/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-yS8MF5yPsQ-Scene-0029/entity_20.png
T2V_data/VIDGEN-1M_unzip/-zrLdYUER7o-Scene-0044.mp4,"In the video, a man is seen walking towards a wooden structure that is being lifted by a tractor. The structure appears to be a small wooden house or shed, and it is being carefully maneuvered by the tractor. The man is wearing a red shirt and jeans, and he seems to be guiding the tractor as it moves the structure. The tractor is blue and appears to be a large, heavy-duty vehicle. The background of the video shows a rural landscape with fields and trees. The sky is clear and blue, indicating that it is a sunny day. The man and the tractor are the main focus of the video, and their actions suggest that they are working together to move the structure to a new location.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-zrLdYUER7o-Scene-0044/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-zrLdYUER7o-Scene-0044/entity_80.png
T2V_data/VIDGEN-1M_unzip/-zrLdYUER7o-Scene-0044.mp4,"In the video, a man is seen walking towards a wooden structure that is being lifted by a tractor. The structure appears to be a small wooden house or shed, and it is being carefully maneuvered by the tractor. The man is wearing a red shirt and jeans, and he seems to be guiding the tractor as it moves the structure. The tractor is blue and appears to be a large, heavy-duty vehicle. The background of the video shows a rural landscape with fields and trees. The sky is clear and blue, indicating that it is a sunny day. The man and the tractor are the main focus of the video, and their actions suggest that they are working together to move the structure to a new location.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-zrLdYUER7o-Scene-0044/entity_80.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_13/-zrLdYUER7o-Scene-0044/entity_80.png
