video,prompt,vace_video,vace_reference_image
T2V_data/VIDGEN-1M_unzip/-5IGJe057R0-Scene-0013.mp4,"In the video, a man wearing a red plaid shirt and a black cap is standing in a kitchen. He is holding a large piece of watermelon and using a knife to cut it into smaller pieces. The man then places the pieces into a blender. He is smiling and appears to be enjoying the process. The kitchen has white walls and a wooden cutting board on the counter. There is a picture hanging on the wall behind the man.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-5IGJe057R0-Scene-0013/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-5IGJe057R0-Scene-0013/entity_20.png
T2V_data/VIDGEN-1M_unzip/-5IGJe057R0-Scene-0013.mp4,"In the video, a man wearing a red plaid shirt and a black cap is standing in a kitchen. He is holding a large piece of watermelon and using a knife to cut it into smaller pieces. The man then places the pieces into a blender. He is smiling and appears to be enjoying the process. The kitchen has white walls and a wooden cutting board on the counter. There is a picture hanging on the wall behind the man.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-5IGJe057R0-Scene-0013/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-5IGJe057R0-Scene-0013/entity_20.png
T2V_data/VIDGEN-1M_unzip/-5_9XIMtUs8-Scene-0003.mp4,"In the video, a person is seen holding a small metal box in their hand. The box appears to be made of stainless steel and has a hinged lid. The person opens the lid of the box and reveals a small metal tray inside. The tray has several holes in it, and the person picks up a small metal piece with holes in it and places it on top of the tray. The person then picks up a lighter and lights the small metal piece on fire. The flame is small and controlled, and the person holds it for a few seconds before turning off the lighter. The video ends with the person closing the lid of the box.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-5_9XIMtUs8-Scene-0003/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-5_9XIMtUs8-Scene-0003/entity_40.png
T2V_data/VIDGEN-1M_unzip/-5_9XIMtUs8-Scene-0003.mp4,"In the video, a person is seen holding a small metal box in their hand. The box appears to be made of stainless steel and has a hinged lid. The person opens the lid of the box and reveals a small metal tray inside. The tray has several holes in it, and the person picks up a small metal piece with holes in it and places it on top of the tray. The person then picks up a lighter and lights the small metal piece on fire. The flame is small and controlled, and the person holds it for a few seconds before turning off the lighter. The video ends with the person closing the lid of the box.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-5_9XIMtUs8-Scene-0003/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-5_9XIMtUs8-Scene-0003/entity_40.png
T2V_data/VIDGEN-1M_unzip/-GIC11jnRsk-Scene-0003.mp4,"In the video, a woman is seen riding a horse in an arena. She is wearing a black jacket and a black helmet. The horse is brown and is galloping around the arena. The woman is holding the reins and guiding the horse as it jumps over several obstacles. The obstacles are made of poles and are placed at different heights and distances. The arena is surrounded by a fence and there are several people sitting in the stands watching the woman and the horse.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-GIC11jnRsk-Scene-0003/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-GIC11jnRsk-Scene-0003/entity_20.png
T2V_data/VIDGEN-1M_unzip/-GIC11jnRsk-Scene-0003.mp4,"In the video, a woman is seen riding a horse in an arena. She is wearing a black jacket and a black helmet. The horse is brown and is galloping around the arena. The woman is holding the reins and guiding the horse as it jumps over several obstacles. The obstacles are made of poles and are placed at different heights and distances. The arena is surrounded by a fence and there are several people sitting in the stands watching the woman and the horse.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-GIC11jnRsk-Scene-0003/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-GIC11jnRsk-Scene-0003/entity_20.png
T2V_data/VIDGEN-1M_unzip/-Gm2_GwSWf0-Scene-0092.mp4,The video shows two people playing table tennis in a room. One person is wearing a black shirt and the other is wearing a white shirt. The room has a wooden floor and a large TV on the wall. The table tennis table is wooden with a black net. The players are hitting the ball back and forth over the net.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-Gm2_GwSWf0-Scene-0092/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-Gm2_GwSWf0-Scene-0092/entity_80.png
T2V_data/VIDGEN-1M_unzip/-Gm2_GwSWf0-Scene-0092.mp4,The video shows two people playing table tennis in a room. One person is wearing a black shirt and the other is wearing a white shirt. The room has a wooden floor and a large TV on the wall. The table tennis table is wooden with a black net. The players are hitting the ball back and forth over the net.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-Gm2_GwSWf0-Scene-0092/entity_80.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-Gm2_GwSWf0-Scene-0092/entity_80.png
T2V_data/VIDGEN-1M_unzip/-JNW8Q3Au9A-Scene-0089.mp4,"The video shows a black car being washed with a high-pressure water spray. The camera focuses on the car's hood, windshield, and trunk as the water sprays over them, cleaning off any dirt or debris. The water droplets can be seen bouncing off the car's surface, creating a shiny and clean appearance. The car appears to be parked in a driveway or garage, and the water spray is coming from a hose held by someone outside of the frame. The video is shot in slow motion, allowing for a detailed view of the water droplets and the car's surface.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-JNW8Q3Au9A-Scene-0089/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-JNW8Q3Au9A-Scene-0089/entity_40.png
T2V_data/VIDGEN-1M_unzip/-JNW8Q3Au9A-Scene-0089.mp4,"The video shows a black car being washed with a high-pressure water spray. The camera focuses on the car's hood, windshield, and trunk as the water sprays over them, cleaning off any dirt or debris. The water droplets can be seen bouncing off the car's surface, creating a shiny and clean appearance. The car appears to be parked in a driveway or garage, and the water spray is coming from a hose held by someone outside of the frame. The video is shot in slow motion, allowing for a detailed view of the water droplets and the car's surface.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-JNW8Q3Au9A-Scene-0089/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_11/-JNW8Q3Au9A-Scene-0089/entity_40.png
