video,prompt,vace_video,vace_reference_image
T2V_data/VIDGEN-1M_unzip/--I-C9cpwuw-Scene-0022.mp4,"In the video, a person is seen holding a green water bottle with a grey lid and straw. The person is holding the bottle in their left hand and using their right hand to push down on the lid, demonstrating how the lid can be pushed down to drink from the straw. The background appears to be a kitchen, with cabinets and a counter visible. The person's actions are deliberate and focused on showing how the bottle works.",T2V_data/label/part_6/--I-C9cpwuw-Scene-0022/entity_40.mp4,T2V_data/label/part_6/--I-C9cpwuw-Scene-0022/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-08LNvHdvYA-Scene-0002.mp4,"In the video, a man is seen standing in front of a punching bag. He is holding a tennis ball in his hand and appears to be preparing to throw it at the bag. The man is wearing a black shirt and has short dark hair. The punching bag is black and has the word ""Everlast"" written on it in white letters. The background is a garage with a concrete floor and white walls. The man throws the tennis ball at the bag with force, and it hits the bag with a loud thud. The video is shot in slow motion, capturing the moment the ball makes contact with the bag.",T2V_data/label/part_6/-08LNvHdvYA-Scene-0002/entity_40.mp4,T2V_data/label/part_6/-08LNvHdvYA-Scene-0002/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-1nUSwXjG4I-Scene-0002.mp4,"The video shows a red tractor plowing equipment in action. The equipment is moving through the soil, turning it over to prepare it for planting. The tractor is not visible in the video, but the movement of the equipment suggests that it is attached to a tractor. The soil is dark brown, and the equipment is bright red with some black components. The background shows a green field with trees in the distance.",T2V_data/label/part_6/-1nUSwXjG4I-Scene-0002/entity_20.mp4,T2V_data/label/part_6/-1nUSwXjG4I-Scene-0002/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-2-2mPIv-o4-Scene-0020.mp4,"In the video, a red sports car is seen driving down a city street. The car is driving at a moderate speed and is following the traffic rules. The car stops at a red light and waits for it to turn green before continuing to drive. The car then approaches a ramp and drives up it, performing a jump. The car is shown in mid-air, and then it lands smoothly on the other side of the ramp. The car continues driving down the street, passing by various buildings and other cars. The video is shot from a third-person perspective, following the car from behind.",T2V_data/label/part_6/-2-2mPIv-o4-Scene-0020/entity_20.mp4,T2V_data/label/part_6/-2-2mPIv-o4-Scene-0020/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-21d433GNRg-Scene-0071.mp4,"In the video, a person is seen holding a small white object in their hand. The object appears to be made of a soft material, possibly clay or plasticine. The person is using their fingers to manipulate the object, stretching and twisting it to create different shapes. The object has a smooth, shiny surface and seems to be malleable. The person's fingers move with precision, suggesting that they are experienced in handling such materials. The background is plain and white, which puts the focus entirely on the object and the person's actions.",T2V_data/label/part_6/-21d433GNRg-Scene-0071/entity_40.mp4,T2V_data/label/part_6/-21d433GNRg-Scene-0071/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-2CdREMvWqk-Scene-0040.mp4,"In the video, a man is seen kneeling on the ground, working on a wooden frame. He is wearing a blue and white checkered shirt and blue jeans. The man is using a power drill to secure the wooden frame together. The background shows a gravel surface and a wooden wall. The man appears to be focused on his work, carefully drilling each hole to ensure the frame is secure.",T2V_data/label/part_6/-2CdREMvWqk-Scene-0040/entity_40.mp4,T2V_data/label/part_6/-2CdREMvWqk-Scene-0040/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-2CdREMvWqk-Scene-0040.mp4,"In the video, a man is seen kneeling on the ground, working on a wooden frame. He is wearing a blue and white checkered shirt and blue jeans. The man is using a power drill to secure the wooden frame together. The background shows a gravel surface and a wooden wall. The man appears to be focused on his work, carefully drilling each hole to ensure the frame is secure.",T2V_data/label/part_6/-2CdREMvWqk-Scene-0040/entity_60.mp4,T2V_data/label/part_6/-2CdREMvWqk-Scene-0040/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/-2_UajHYK70-Scene-0004.mp4,The video shows a man riding a dirt bike and performing a stunt in the air. The man is wearing a helmet and a white and black suit. The dirt bike is black and yellow. The background is a clear sky.,T2V_data/label/part_6/-2_UajHYK70-Scene-0004/entity_20.mp4,T2V_data/label/part_6/-2_UajHYK70-Scene-0004/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-2_UajHYK70-Scene-0004.mp4,The video shows a man riding a dirt bike and performing a stunt in the air. The man is wearing a helmet and a white and black suit. The dirt bike is black and yellow. The background is a clear sky.,T2V_data/label/part_6/-2_UajHYK70-Scene-0004/entity_40.mp4,T2V_data/label/part_6/-2_UajHYK70-Scene-0004/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-2cB29Z63fU-Scene-0036.mp4,"The video shows a man wearing a wetsuit sitting on the edge of a boat. He is holding a snorkel and appears to be preparing to go into the water. The man then jumps into the water, and the video ends.",T2V_data/label/part_6/-2cB29Z63fU-Scene-0036/entity_20.mp4,T2V_data/label/part_6/-2cB29Z63fU-Scene-0036/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-4Zzg_PJtxk-Scene-0024.mp4,"In the video, a person is seen holding a remote control and operating a wheelchair lift on the side of a bus. The lift is made of metal and has yellow and black safety bars. The person presses a button on the remote control, and the lift raises and lowers, demonstrating its functionality. The bus appears to be parked in a stationary position, and the lift operates smoothly without any visible issues.",T2V_data/label/part_6/-4Zzg_PJtxk-Scene-0024/entity_40.mp4,T2V_data/label/part_6/-4Zzg_PJtxk-Scene-0024/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-4nt7Fv9lrU-Scene-0069.mp4,"This video is an animated clip featuring a penguin and a boy. The penguin is black and white and is standing on a blue ice floe. The boy is wearing a red snowsuit and is holding a blue camera. He is taking pictures of the penguin. The boy then slips and falls into the water, and the penguin looks on. The boy then gets out of the water and sits on the ice, looking wet and cold.",T2V_data/label/part_6/-4nt7Fv9lrU-Scene-0069/entity_60.mp4,T2V_data/label/part_6/-4nt7Fv9lrU-Scene-0069/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/-5ZPnwj1ggE-Scene-0041.mp4,"The video shows a man riding a bull in an arena. The man is wearing a helmet and a vest, and he is holding onto a rope with one hand. The bull is bucking wildly, and the man is trying to stay on top of it. The arena is filled with spectators, and there are banners and signs visible in the background. The man eventually falls off the bull, and the bull continues to buck around the arena.",T2V_data/label/part_6/-5ZPnwj1ggE-Scene-0041/entity_40.mp4,T2V_data/label/part_6/-5ZPnwj1ggE-Scene-0041/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-5vBStkvKY0-Scene-0004.mp4,"In the video, a man is seen in a gym, preparing to use a rowing machine. He is shirtless and wearing black pants. The man then proceeds to use the rowing machine, pulling the handle towards his chest and then extending his arms back out. He repeats this motion several times, showcasing his strength and endurance. The gym is well-equipped, with various exercise machines and equipment visible in the background. The man's form is excellent, indicating that he is experienced with using the rowing machine. The lighting in the gym is bright, and the colors are vibrant, with the man's skin tone contrasting against the black pants and the colorful gym equipment.",T2V_data/label/part_6/-5vBStkvKY0-Scene-0004/entity_40.mp4,T2V_data/label/part_6/-5vBStkvKY0-Scene-0004/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-6CHXk2785Y-Scene-0123.mp4,"In the video, a man is seen walking down the sidewalk with a large computer tower in his hand. He is wearing a blue shirt and sunglasses. As he walks, he suddenly drops the computer tower onto the ground. The man then bends down to pick up the tower and appears to be inspecting it for damage. The background of the video shows a tree and a bench. The man's actions suggest that he may have been transporting the computer tower and accidentally dropped it.",T2V_data/label/part_6/-6CHXk2785Y-Scene-0123/entity_20.mp4,T2V_data/label/part_6/-6CHXk2785Y-Scene-0123/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-6CHXk2785Y-Scene-0123.mp4,"In the video, a man is seen walking down the sidewalk with a large computer tower in his hand. He is wearing a blue shirt and sunglasses. As he walks, he suddenly drops the computer tower onto the ground. The man then bends down to pick up the tower and appears to be inspecting it for damage. The background of the video shows a tree and a bench. The man's actions suggest that he may have been transporting the computer tower and accidentally dropped it.",T2V_data/label/part_6/-6CHXk2785Y-Scene-0123/entity_40.mp4,T2V_data/label/part_6/-6CHXk2785Y-Scene-0123/aug_entity_40.png
