video,prompt,vace_video,vace_reference_image
T2V_data/VIDGEN-1M_unzip/-M_LgNMUdjg-Scene-0035.mp4,"The video shows a person's hands using a rolling pin to flatten a piece of dough on a wooden surface. The dough is white and appears to be soft and pliable. The rolling pin is made of wood and is being used to evenly distribute the dough's thickness. The person's hands are moving back and forth, applying pressure to the dough to ensure it is evenly flattened. The wooden surface is covered in a thin layer of flour, which prevents the dough from sticking to the surface. The video is shot from a top-down perspective, allowing the viewer to see the entire process of rolling out the dough.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-M_LgNMUdjg-Scene-0035/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-M_LgNMUdjg-Scene-0035/entity_20.png
T2V_data/VIDGEN-1M_unzip/-M_LgNMUdjg-Scene-0035.mp4,"The video shows a person's hands using a rolling pin to flatten a piece of dough on a wooden surface. The dough is white and appears to be soft and pliable. The rolling pin is made of wood and is being used to evenly distribute the dough's thickness. The person's hands are moving back and forth, applying pressure to the dough to ensure it is evenly flattened. The wooden surface is covered in a thin layer of flour, which prevents the dough from sticking to the surface. The video is shot from a top-down perspective, allowing the viewer to see the entire process of rolling out the dough.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-M_LgNMUdjg-Scene-0035/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-M_LgNMUdjg-Scene-0035/entity_20.png
T2V_data/VIDGEN-1M_unzip/-S8Yj4tyw3Y-Scene-0012.mp4,"In the video, a woman is seen kneeling on a basketball court. She is wearing a black tank top with the words ""KB STARS"" and the number 5 on it. She then stands up and begins dribbling a basketball. The court has a blue floor with white boundary lines, and there are pink flowers in the background. The woman appears to be practicing her basketball skills.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-S8Yj4tyw3Y-Scene-0012/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-S8Yj4tyw3Y-Scene-0012/entity_20.png
T2V_data/VIDGEN-1M_unzip/-S8Yj4tyw3Y-Scene-0012.mp4,"In the video, a woman is seen kneeling on a basketball court. She is wearing a black tank top with the words ""KB STARS"" and the number 5 on it. She then stands up and begins dribbling a basketball. The court has a blue floor with white boundary lines, and there are pink flowers in the background. The woman appears to be practicing her basketball skills.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-S8Yj4tyw3Y-Scene-0012/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-S8Yj4tyw3Y-Scene-0012/entity_20.png
T2V_data/VIDGEN-1M_unzip/-SdRSsimy8Q-Scene-0023.mp4,"The video shows two rabbits, one black and one white, in a pen with straw on the ground. The black rabbit is lying down while the white rabbit is sitting up. The white rabbit has a red toy in front of it, which it nudges with its nose. The black rabbit then stands up and approaches the white rabbit, and they both start to play with the red toy. The video captures the playful interaction between the two rabbits as they take turns playing with the toy.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-SdRSsimy8Q-Scene-0023/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-SdRSsimy8Q-Scene-0023/entity_20.png
T2V_data/VIDGEN-1M_unzip/-SdRSsimy8Q-Scene-0023.mp4,"The video shows two rabbits, one black and one white, in a pen with straw on the ground. The black rabbit is lying down while the white rabbit is sitting up. The white rabbit has a red toy in front of it, which it nudges with its nose. The black rabbit then stands up and approaches the white rabbit, and they both start to play with the red toy. The video captures the playful interaction between the two rabbits as they take turns playing with the toy.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-SdRSsimy8Q-Scene-0023/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-SdRSsimy8Q-Scene-0023/entity_20.png
T2V_data/VIDGEN-1M_unzip/-YA42WgQQ-k-Scene-0043.mp4,"In the video, we see a cheetah cub and a lion cub playing with a piece of meat. The cheetah cub is standing on its hind legs, while the lion cub is holding onto the meat with its front paws. The cheetah cub is biting and pulling on the meat, while the lion cub is trying to hold onto it. The background consists of a fence and some dry grass. The cheetah cub is spotted and has a black tear mark on its face, while the lion cub is tawny in color. The meat appears to be a small piece of raw chicken.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-YA42WgQQ-k-Scene-0043/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-YA42WgQQ-k-Scene-0043/entity_20.png
T2V_data/VIDGEN-1M_unzip/-YA42WgQQ-k-Scene-0043.mp4,"In the video, we see a cheetah cub and a lion cub playing with a piece of meat. The cheetah cub is standing on its hind legs, while the lion cub is holding onto the meat with its front paws. The cheetah cub is biting and pulling on the meat, while the lion cub is trying to hold onto it. The background consists of a fence and some dry grass. The cheetah cub is spotted and has a black tear mark on its face, while the lion cub is tawny in color. The meat appears to be a small piece of raw chicken.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-YA42WgQQ-k-Scene-0043/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-YA42WgQQ-k-Scene-0043/entity_20.png
T2V_data/VIDGEN-1M_unzip/-YA42WgQQ-k-Scene-0043.mp4,"In the video, we see a cheetah cub and a lion cub playing with a piece of meat. The cheetah cub is standing on its hind legs, while the lion cub is holding onto the meat with its front paws. The cheetah cub is biting and pulling on the meat, while the lion cub is trying to hold onto it. The background consists of a fence and some dry grass. The cheetah cub is spotted and has a black tear mark on its face, while the lion cub is tawny in color. The meat appears to be a small piece of raw chicken.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-YA42WgQQ-k-Scene-0043/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-YA42WgQQ-k-Scene-0043/entity_40.png
T2V_data/VIDGEN-1M_unzip/-YA42WgQQ-k-Scene-0043.mp4,"In the video, we see a cheetah cub and a lion cub playing with a piece of meat. The cheetah cub is standing on its hind legs, while the lion cub is holding onto the meat with its front paws. The cheetah cub is biting and pulling on the meat, while the lion cub is trying to hold onto it. The background consists of a fence and some dry grass. The cheetah cub is spotted and has a black tear mark on its face, while the lion cub is tawny in color. The meat appears to be a small piece of raw chicken.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-YA42WgQQ-k-Scene-0043/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-YA42WgQQ-k-Scene-0043/entity_40.png
T2V_data/VIDGEN-1M_unzip/-g5jzgND9T8-Scene-0003.mp4,"In the video, a man is operating a green tractor with a front loader. He is driving the tractor through a room that appears to be under construction. The room has exposed wires and insulation on the walls and ceiling. The man is using the front loader to move debris and rubble around the room. The tractor is moving back and forth, and the man is actively engaged in operating the machine. The room is well-lit, and the tractor's green color stands out against the neutral tones of the construction materials.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-g5jzgND9T8-Scene-0003/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-g5jzgND9T8-Scene-0003/entity_20.png
T2V_data/VIDGEN-1M_unzip/-g5jzgND9T8-Scene-0003.mp4,"In the video, a man is operating a green tractor with a front loader. He is driving the tractor through a room that appears to be under construction. The room has exposed wires and insulation on the walls and ceiling. The man is using the front loader to move debris and rubble around the room. The tractor is moving back and forth, and the man is actively engaged in operating the machine. The room is well-lit, and the tractor's green color stands out against the neutral tones of the construction materials.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-g5jzgND9T8-Scene-0003/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-g5jzgND9T8-Scene-0003/entity_20.png
T2V_data/VIDGEN-1M_unzip/-ix_3hG3hqs-Scene-0007.mp4,"The video shows a man skateboarding in an indoor skate park. He is wearing a black shirt and black pants. The skate park has a wooden floor and several ramps and rails. The man is seen riding his skateboard towards a ramp, jumping into the air, and then landing back on the ramp. He then continues to ride around the park, performing various tricks. The lighting in the skate park is dim, and there are no other people visible in the video.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-ix_3hG3hqs-Scene-0007/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-ix_3hG3hqs-Scene-0007/entity_20.png
T2V_data/VIDGEN-1M_unzip/-ix_3hG3hqs-Scene-0007.mp4,"The video shows a man skateboarding in an indoor skate park. He is wearing a black shirt and black pants. The skate park has a wooden floor and several ramps and rails. The man is seen riding his skateboard towards a ramp, jumping into the air, and then landing back on the ramp. He then continues to ride around the park, performing various tricks. The lighting in the skate park is dim, and there are no other people visible in the video.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-ix_3hG3hqs-Scene-0007/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-ix_3hG3hqs-Scene-0007/entity_20.png
T2V_data/VIDGEN-1M_unzip/-vARG3GHMZ0-Scene-0041.mp4,"The video shows a wrestling match between two women in a ring. One woman is wearing an orange outfit, while the other is wearing a white outfit. The woman in orange jumps on the back of the woman in white, causing her to fall to the ground. The woman in orange then pins the woman in white to the ground. The referee is present in the ring, and the crowd can be heard cheering in the background.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-vARG3GHMZ0-Scene-0041/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-vARG3GHMZ0-Scene-0041/entity_20.png
T2V_data/VIDGEN-1M_unzip/-vARG3GHMZ0-Scene-0041.mp4,"The video shows a wrestling match between two women in a ring. One woman is wearing an orange outfit, while the other is wearing a white outfit. The woman in orange jumps on the back of the woman in white, causing her to fall to the ground. The woman in orange then pins the woman in white to the ground. The referee is present in the ring, and the crowd can be heard cheering in the background.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-vARG3GHMZ0-Scene-0041/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-vARG3GHMZ0-Scene-0041/entity_20.png
T2V_data/VIDGEN-1M_unzip/-vBmXbQpElY-Scene-0023.mp4,"In the video, a young girl is seen holding a large pink balloon in her hands. She is also holding a blue balloon pump and is using it to inflate the pink balloon. The girl is wearing a blue and white shirt and has her hair styled in braids. The background is a pink wall, and there are some boxes visible on the floor. The girl seems to be focused on the task at hand, and the video captures the process of inflating the balloon.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-vBmXbQpElY-Scene-0023/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-vBmXbQpElY-Scene-0023/entity_20.png
T2V_data/VIDGEN-1M_unzip/-vBmXbQpElY-Scene-0023.mp4,"In the video, a young girl is seen holding a large pink balloon in her hands. She is also holding a blue balloon pump and is using it to inflate the pink balloon. The girl is wearing a blue and white shirt and has her hair styled in braids. The background is a pink wall, and there are some boxes visible on the floor. The girl seems to be focused on the task at hand, and the video captures the process of inflating the balloon.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-vBmXbQpElY-Scene-0023/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/-vBmXbQpElY-Scene-0023/entity_20.png
T2V_data/VIDGEN-1M_unzip/03Zkr7MkHhM-Scene-0011.mp4,"The video shows a person using a pair of pliers to work on a light switch. The person is seen holding the pliers in their right hand and using their left hand to hold the light switch. The pliers appear to be red and black in color. The light switch is located on a white wall, and the person is using the pliers to adjust or fix the wires connected to the switch. The video is shot in a close-up view, focusing on the person's hands and the light switch.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/03Zkr7MkHhM-Scene-0011/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/03Zkr7MkHhM-Scene-0011/entity_60.png
T2V_data/VIDGEN-1M_unzip/03Zkr7MkHhM-Scene-0011.mp4,"The video shows a person using a pair of pliers to work on a light switch. The person is seen holding the pliers in their right hand and using their left hand to hold the light switch. The pliers appear to be red and black in color. The light switch is located on a white wall, and the person is using the pliers to adjust or fix the wires connected to the switch. The video is shot in a close-up view, focusing on the person's hands and the light switch.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/03Zkr7MkHhM-Scene-0011/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_12/03Zkr7MkHhM-Scene-0011/entity_60.png
