video,prompt,vace_video,vace_reference_image
T2V_data/VIDGEN-1M_unzip/-4cBjtNBctA-Scene-0032.mp4,"In the video, a person is seen preparing a hot chocolate drink. The person is holding a metal mug in one hand and a white bowl in the other. They are pouring a white powdery substance, which appears to be sugar, into the metal mug. After that, they pour a dark brown powdery substance, which appears to be cocoa powder, into the same mug. The person then pours hot milk into the mug, which causes the powders to mix and create a hot chocolate drink. The video is shot in a kitchen setting, and the person is wearing a black shirt.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-4cBjtNBctA-Scene-0032/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-4cBjtNBctA-Scene-0032/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/-4cBjtNBctA-Scene-0032.mp4,"In the video, a person is seen preparing a hot chocolate drink. The person is holding a metal mug in one hand and a white bowl in the other. They are pouring a white powdery substance, which appears to be sugar, into the metal mug. After that, they pour a dark brown powdery substance, which appears to be cocoa powder, into the same mug. The person then pours hot milk into the mug, which causes the powders to mix and create a hot chocolate drink. The video is shot in a kitchen setting, and the person is wearing a black shirt.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-4cBjtNBctA-Scene-0032/entity_60.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-4cBjtNBctA-Scene-0032/aug_entity_60.png
T2V_data/VIDGEN-1M_unzip/-6TTf2inbK4-Scene-0008.mp4,The video shows a person's hands removing a black box from a green box. The black box has a silver latch on the front. The person opens the black box to reveal a black bag inside. The person then removes the black bag from the box.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-6TTf2inbK4-Scene-0008/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-6TTf2inbK4-Scene-0008/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-6TTf2inbK4-Scene-0008.mp4,The video shows a person's hands removing a black box from a green box. The black box has a silver latch on the front. The person opens the black box to reveal a black bag inside. The person then removes the black bag from the box.,T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-6TTf2inbK4-Scene-0008/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-6TTf2inbK4-Scene-0008/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-CAXkbdb5vY-Scene-0052.mp4,"The video shows a tennis player on a clay court, wearing a grey shirt and pink wristbands. He is seen throwing a tennis ball up in the air and hitting it with his racket. The player then proceeds to walk around the court, holding his head in his hands, appearing to be in deep thought or frustration. The court is surrounded by blue walls with various logos and advertisements.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-CAXkbdb5vY-Scene-0052/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-CAXkbdb5vY-Scene-0052/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-CAXkbdb5vY-Scene-0052.mp4,"The video shows a tennis player on a clay court, wearing a grey shirt and pink wristbands. He is seen throwing a tennis ball up in the air and hitting it with his racket. The player then proceeds to walk around the court, holding his head in his hands, appearing to be in deep thought or frustration. The court is surrounded by blue walls with various logos and advertisements.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-CAXkbdb5vY-Scene-0052/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-CAXkbdb5vY-Scene-0052/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-Uj_9oSLkfU-Scene-0070.mp4,"The video shows a person's hand squeezing a yellow, viscous substance out of a small plastic bottle onto a white plate. The substance appears to be thick and glossy, with a slightly translucent quality. The person's hand is visible, and they are using a white plastic spoon to spread the substance around on the plate. The plate is round and white, and the background is not visible.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-Uj_9oSLkfU-Scene-0070/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-Uj_9oSLkfU-Scene-0070/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-Uj_9oSLkfU-Scene-0070.mp4,"The video shows a person's hand squeezing a yellow, viscous substance out of a small plastic bottle onto a white plate. The substance appears to be thick and glossy, with a slightly translucent quality. The person's hand is visible, and they are using a white plastic spoon to spread the substance around on the plate. The plate is round and white, and the background is not visible.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-Uj_9oSLkfU-Scene-0070/entity_40.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-Uj_9oSLkfU-Scene-0070/aug_entity_40.png
T2V_data/VIDGEN-1M_unzip/-_roi9tsUyg-Scene-0081.mp4,"The video shows a baseball player wearing a purple jersey with the number 97 on it. The player is standing on a baseball field, and the camera angle is from behind him, looking towards the pitcher's mound. The player is holding a baseball glove and appears to be waiting for the ball to be thrown to him. The stadium is filled with spectators, and there are other players on the field. The video is in slow motion, and the player is seen catching the ball and throwing it back. The graphics are realistic, and the colors are vibrant.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-_roi9tsUyg-Scene-0081/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-_roi9tsUyg-Scene-0081/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-_roi9tsUyg-Scene-0081.mp4,"The video shows a baseball player wearing a purple jersey with the number 97 on it. The player is standing on a baseball field, and the camera angle is from behind him, looking towards the pitcher's mound. The player is holding a baseball glove and appears to be waiting for the ball to be thrown to him. The stadium is filled with spectators, and there are other players on the field. The video is in slow motion, and the player is seen catching the ball and throwing it back. The graphics are realistic, and the colors are vibrant.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-_roi9tsUyg-Scene-0081/entity_20.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-_roi9tsUyg-Scene-0081/aug_entity_20.png
T2V_data/VIDGEN-1M_unzip/-_roi9tsUyg-Scene-0081.mp4,"The video shows a baseball player wearing a purple jersey with the number 97 on it. The player is standing on a baseball field, and the camera angle is from behind him, looking towards the pitcher's mound. The player is holding a baseball glove and appears to be waiting for the ball to be thrown to him. The stadium is filled with spectators, and there are other players on the field. The video is in slow motion, and the player is seen catching the ball and throwing it back. The graphics are realistic, and the colors are vibrant.",T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-_roi9tsUyg-Scene-0081/depth.mp4,T2V_data/label/vidgen_filter_gemini_part_0_dpo_5/-_roi9tsUyg-Scene-0081/aug_entity_80.png
